Funcloc,Alamat1,Alamat2,Alamat3,Alamat4,SiteName
100000018127,Jl.Mekar Puspita,Bojongloa Kidul,Kec.Bojongloa Kidul,"BANDUNG, KOTA",Cox Ltd
100000018128,Jl.Jakarta RT 5 RW 3,Kebon Waru,Kebon Waru,"BANDUNG, KOTA",Ramirez Inc
100000018129,Kp. Karoya Rt.16 Rw.06,Kel. Cirendang,Kec Kuningan,KUNINGAN,"Williams, Williams and Mckinney"
100000018130,Jl. Desa Linggajaya Pabuaran Rt4 Rw2,Ds. Linggajaya,Kec. Ciwaru,KUNINGAN,Travis-Winters
100000018131,Dsn. Sukagalih Rt.04 Rw.03,Ds. Sukasari,Kec. Karang Kencana,KUNINGAN,Flores LLC
100000018132,"Kp. Bungkolor Rt.17 Rw.01,",Kel. Bungkolor,Kec. Kapetakan,CIREBON,Morgan-Booker
100000018133,Gg. Mangun Jaya Rt.001 Rw.01,Ds. Singkup,Kec. Pesawahan,KUNINGAN,"Mccoy, Gordon and Wood"
100000018134,Komp. Guruminda Jl. Antakumala RT1 Rw9,Kel. Cisaranten Kulon,Kec. Arcamanik,"BANDUNG, KOTA",Woods Ltd
100000018135,Karang AsihRt.4/Rw.13,Kel. Sadang Serang,Kec. Coblong,"BANDUNG, KOTA","Green, West and Salazar"
100000018136,"Jl. Permata Tamansari Raya Rt.01 Rw 11,",Kel. Cisaranten Kulon,Kec. Arcamanik,"BANDUNG, KOTA","Johnson, Juarez and Rodriguez"
100000018137,Jl.Cisitu Indah 6RT 01 RW 06,Kel.Dago,Kec.Coblong,"BANDUNG, KOTA",Haley-Silva
100000018138,"Komplek Baladewa Asri, Rt.05/Rw.10",Kel. Pajajaran,Kec. Cicendo,"BANDUNG, KOTA",Martinez Inc
100000018139,Jl. Cut Nyak Dien Rt.1 Rw.11,Kel. Regol Wetan,Kec. Sumedang Selatan,SUMEDANG,Harvey and Sons
100000018140,Jl. Keramat Jati Rt.06 Rw.02,Ds. Pangundan,Kec. Lebak Wangi,KUNINGAN,Miller LLC
100000018141,Kampus UGM,Bulaksumur,Bulaksumur,SLEMAN,Taylor-Spencer
100000018142,Jl. Peta Gang Roay 1,Kel. Kahuripan,kec. Tawang,"TASIKMALAYA, KOTA","Curtis, Brown and Leonard"
100000018143,Dusun Ciampanan Rt.06 Rw.06,Desa Ciampanan,Kecamatan Ciampanan,TASIKMALAYA,Jones-Fletcher
100000018144,Kp. Gunng Pucung RT.05 Rw.03 Desa Pingku,Ds Carang Rejo Kab Jombang,Kec. Parung Panjang,BOGOR,"Hall, Hall and Tran"
100000018145,Jl. Bima Sakti Rt.3 Rw.3,Desa Kopo,Kec. Cisarua,BOGOR,House Ltd
100000018146,Rt.01 Rw.01,Desa Sukamahi,Kec. Megamendung,BOGOR,"Ryan, Cervantes and Estrada"
100000018147,Kapling Ussu rt.01 rw.02,Desa Banjar wangi,Ussu,BOGOR,White Inc
100000018148,Jl. Raya Tegar Beriman Rt.02/04,Ds. Bojong Baru,Kec. Bojong Gede,BOGOR,"Evans, Taylor and Green"
100000018149,Semplak RT 4 RW 2,Kel.semplak,Kec.Bogor Barat,"BOGOR, KOTA","Dudley, Hall and Rodriguez"
100000018150,"Dusun Ciburial RT02, RW10,",Desa Mandala Jaya,Kecamatan Cikalong,TASIKMALAYA,Shaw LLC
100000018151,JL.KH Muhidin Blok Sukamanah RT 54 RW 15,Kel Cigadung,Kec Subang,SUBANG,"Price, Washington and Collins"
100000018152,"Jl Buah Batu Rt.01 Rw.12,",Kel Cijagra,Kec. Lengkong Bandung,"BANDUNG, KOTA",Shelton LLC
100000018153,RT.03 rw10 Jl. Cisengkol,kel. Setiamulya,kec. Tamansari,TASIKMALAYA,Bowman and Sons
100000018154,Bojong Jati Rt.05 Rw.06,Desa penanjung,Kec. Pangandaran,CIAMIS,Simon and Sons
100000018155,Jl. Simaja Utara Rt.1 Rw.6,Kel Derajat,Kec. Kesambi,"CIREBON, KOTA",Bailey-Nelson
100000018156,Dusun Prambon RT 004 RW 001,Desa Prambon,Kec Dagangan,MADIUN,Ellis Group
100000018157,"Jl Syekh Nurjati, Ds Lunjukan rt03 rw03",Desa Wanasaba Lor,Kec.Talun,CIREBON,Sanford Ltd
100000018158,Jl. Prof. Dr. Soeria Soemantri,Sarijadi,Sarijadi,"BANDUNG, KOTA","Sloan, Wagner and Novak"
100000018159,Kp. Cikeuyup Rt.04 Rw.05,Desa Sindangsari,kec. Sukasari,SUMEDANG,Whitaker Group
100000018160,Jl. Somawinata Gg. H. Panhur Rt05 Rw01,Desa Tanimulya,Kec. Ngamprah,BANDUNG BARAT,Mcdowell-Choi
100000018161,Jl.Setinggil RT 026 RW 001,Kel Demangan,Kec Taman,MADIUN,Long-Hamilton
100000018162,Jl. Cipagalo Girang-A RT 01 RW 06,Kel. Margasari,Kec. Buah batu,"BANDUNG, KOTA",Smith Inc
100000018163,Kp.Larangan Timur Rt:02/19,Kel.Larangan Timur,Kc.Harjamukti,"CIREBON, KOTA","Best, Lee and Moore"
100000018164,"Jl. Pembangunan Barat Rt1 Rw7,",Desa Tuk,Kec Kedaung,CIREBON,Ross and Sons
100000018165,Kp.Sukamanah RT:02/07,Desa Karangmulya,Kec.Kadungora,GARUT,Jones-Warner
100000018166,Dusun 05 Rt:02/09,Ds.Babakan Gebang,Kc.Gebang,CIREBON,Perry Inc
100000018167,"Kp.Sawah Limus,",Ds.Mekarmukti,Kec.Mekarmukti,GARUT,"Neal, Duncan and Liu"
100000018168,No.117 Sarijadi BLK 24 Rt06/Rw.02,Kel. Sukawarna,Kec. Sukajadi Bandung,"CIMAHI, KOTA","Castillo, Romero and Maddox"
100000018169,Kp.Ciloa Rt:07/03,Ds.Cilame,Kc.Ngamprah,BANDUNG BARAT,"Farmer, Obrien and Herring"
100000018170,JL.Ajudan Jendral RT 06 RW 02,Kel.Gerlong,Ledeng,BANDUNG BARAT,Taylor-Stevens
100000018171,Jl.Rangga Gading (UNISBA),Tamansari,Sumur Bandung,"BANDUNG, KOTA",Nelson LLC
100000018172,Jl. Bukit Jarian Dalam,Kel Hegarmanah,Hegarmanah,"BANDUNG, KOTA",Ellis LLC
100000018173,Jl PGA Rt.02 Rw.02,Ds. Lengkong,Kec. Lengkong,BANDUNG,Stanley and Sons
100000018174,p. Panyairan Rt.2 RW11,Cihideung,Parongpong,BANDUNG BARAT,"Rose, Rodriguez and Moore"
100000018175,Jl. Pluto utara VIII RT03/RW14,Kel Margasari,Margasari,"BANDUNG, KOTA",Jackson-Lee
100000018176,Jl. Terusan Buah Batu RTO6/RW06,Kel Kujangsari,Kujangsari,"BANDUNG, KOTA",Underwood Inc
100000018177,Jl. Melong asih dalam,kel Melong,Melong,"CIMAHI, KOTA",Owens Group
100000018178,Jl.Margaluyu /4 Rt:02/05,Kel.Cimahi,kec.Cimahi tengah,"CIMAHI, KOTA","Warren, Mendoza and French"
100000018179,Kp. Durung Kidul Rt 1/4,Ds. Bojong,Kec. Nagrek,BANDUNG,"Arellano, Lopez and Mccarthy"
100000018180,Kp. Burujul RT/RW 01/04.,Ds. Bojong Kapol -,Kec. Bojong Gambir,GARUT,"Nguyen, Wolf and Buck"
100000018181,Kp.Bojong jaya Rt:01/07,Ds.Muncang,Kc.Sodong Hilir,GARUT,Campos Inc
100000018182,Jl.Abdul Yajid RT.07/02 Blok Madrasah,Ds Kalirahayu,Losari,CIREBON,Pratt-Lopez
100000018183,Jl. Dipatiukur,Coblong,Coblong,"BANDUNG, KOTA",Adams and Sons
100000018184,Jl. Ir. Haji Juanda,(Hotel Geulis),Dago,"BANDUNG, KOTA","Stewart, Webb and Fields"
100000018185,"Kampung Sawah Rt.03/01, Dusun 1,",Desa Cilengsi Kidul,Kec.Cilengsi,BOGOR,"Bailey, Lopez and Morgan"
100000018186,"Jln. Bumi Mutiara III,",Kel. Bojong Kulur,Kec. Gunung Putri,BOGOR,Sheppard PLC
100000018187,Jl. Raya Pasir Tengah Rt.5/Rw.2,Kel. Sukaharja,Sukaharja,BOGOR,Padilla Ltd
100000018188,"RT 8 RW 5,",Desa Karangsari,Kec Purwosari,KARAWANG,Tucker-Duncan
100000018189,Kampung Cimahi Rt03/02,Desa Sukamahi,Kec. Cikarang Pusat,BEKASI,Harris LLC
100000018190,Blok Rawa Batok RT 02/02,Kampung Rawa Banteng,Kec.Cikarang,BEKASI,Thompson-Garcia
100000018191,Jl.Dokter junjunan RT.04 RW.08,Kel.Sukabungah,Kec.Sukajad,"BANDUNG, KOTA",Adams and Sons
100000018192,"Jl.SMU 64 , RT.008/RW.02,",Kel.Cipayung,Kec.Cipayung,"JAKARTA TIMUR, KOTA",Taylor-Thomas
100000018193,Dukuh pabean RT1/RW5,Desa Curug,Dukuh Kranding,PEKALONGAN,"Johnson, Weaver and Hall"
100000018194,Jl.Wisanggeni,Masjid baitul Hikmah,Masjid baitul Hikmah,"TEGAL, KOTA",Myers Inc
100000018195,"Dusun Keloran, RT.04/RW.01,",Desa Keloran,Kec. Selogiri,WONOGIRI,Ray PLC
100000018196,"Dusun Kalisogo, RT.01/ RW. 06,",Desa Plesan,Kec. Nguter,SUKOHARJO,"Rodriguez, Mendoza and Mckee"
100000018197,Desa Tepisari Rt. 001 Rw. 001,Kel. Tepisari,Kec. Polokarto,SUKOHARJO,Watson PLC
100000018198,Kel.Wirun,Kel.Wirun,kec.mojolaban,SUKOHARJO,Sparks-Navarro
100000018199,Dusun Sambirejo rt.02/rw.13,kel.wonokerja,kec. Wonogiri,WONOGIRI,"Thompson, Key and Huynh"
100000018200,Laban Kulon Rt.01/Rw.02,Desa Laban,Kec. Mojolaban,SUKOHARJO,"Duncan, Bailey and Ritter"
100000018201,JL.Kiyai Haji Muklas,Tegal,Tegal,"TEGAL, KOTA","Thompson, Vaughan and Ramsey"
100000018207,"Ds. Klepusari, RT. 01 / RW. 01,",Kel. Ngalian,Kec. Kepil,WONOSOBO,"Shaffer, Brown and Henry"
100000018208,"Ds. Kemiriombo RT. 02 / RW. 03,",Kel. Karangsambung,Kec. Kalibawang,WONOSOBO,"Terry, Brooks and Taylor"
100000018209,Dusun Ngadirojo Silumut RT. 02 / RW. 10.,Desa Bener,Kec. Kepil,WONOSOBO,"Curtis, Mason and Gray"
100000018210,"Ds. Plintaran RT. 03 / RW. 08,",Kel. Tlogo,Kec. Sukoharjo,WONOSOBO,"Williams, Clark and Love"
100000018211,RT.04 RW.01,Desa Luwungbata,Kec. Tanjung,BREBES,"Harris, Rodriguez and Phillips"
100000018212,RT.01 RW.04  Lumbir Kec. Lumbir Banyumas,Desa Sindangbarang,Karang pucung,Cilacap,Rodriguez-Brock
100000018213,"Ds. Gladagsari RT.04 / RW.02,",Kel. Gladagsari,Kec. Ampel,BOYOLALI,Campbell-Ellis
100000018214,Ds. Tanjungsari RT.10 / RW.02,Kel. Blagung,Kec. Simo,BOYOLALI,Gonzalez-Fuller
100000018216,Dukuh Ngrancah RT. 05 / RW. 02,Pusporenggo,Kec. Musuk,BOYOLALI,"Johnson, Roberts and Wallace"
100000018217,RT.01 RW.04,Lumbir,Kec. Lumbir,BANYUMAS,Marquez-Meyer
100000018218,"RT. 01 RW. 03,",Ds. Getas Pejaten,Kec. Jati,KUDUS,"Paul, Lawrence and Best"
100000018219,"RT. 02 RW. 06,",Ds. Gulang,Kec. Mejobo,KUDUS,"Martinez, Price and Wheeler"
100000018220,"RT. 02 / RW. 03,",Desa Tanggulangin,Kec.Jati,KUDUS,"Contreras, Harmon and Horn"
100000018221,"RT. 04 / RW. 04,",Desa Ngembalkulon,Kec.Jati,KUDUS,Thomas Group
100000018222,RT.01 RW.04,Kel. Klaling,Kec. Jekulo,KUDUS,Lewis Inc
100000018223,"RT. 01/ RW. 09,",Desa Pauruhan Lor,Kec.Jati,KUDUS,"Graham, Sanford and Walsh"
100000018224,"RT. 04 / RW. 03,",Desa Pedawang,Kec.Bae,KUDUS,Keith and Sons
100000018225,Ds. Tanjung Karang RT.02 RW.04,Ds. Tanjung Karang,Kec. Jati,KUDUS,Kennedy Inc
100000018226,"RT. 02, RW. 05,",Ds. Loram Wetan,Kec. Jati,KUDUS,"Lopez, Sweeney and Henry"
100000018227,"RT. 03 / RW. 02,",Ds. Megawon,Kec. Jati,KUDUS,Bailey LLC
100000018228,RT.02 RW.03,Desa Kubangpari,Kec. Kersana,BREBES,Morales-Hudson
100000018229,RT.04 RW.02,Desa Pakijangan,Kec. Bulakamba,BREBES,Campbell LLC
100000018230,RT.01 RW.03,Desa Kubangsari,Kec. Ketanggungan,KUDUS,Garcia LLC
100000018231,RT.05 RW.04,Desa Luwungragi,Kec. Bulakamba,BREBES,Le-Hall
100000018232,Ds Pegadengan RT.04/RW.02,Kel Temenggung,Kec Selomerto,WONOSOBO,Smith-Green
100000018233,RT.11 RW.04,DS. Prambatan Kidul,Kec. Kaliwungu,KUDUS,Rogers-Olson
100000018234,RT.03 RW.03,Desa Bacin,Kec. Bae,KUDUS,Gordon-Jackson
100000018235,RT.02 RW.09,Desa Gondangmanis,Kec. Bae,KUDUS,Young and Sons
100000018236,Ds Purwonegoro RT.04/RW.02,Kel Purwonegoro,Kec. Purwokerto Utara,BANYUMAS,"Robinson, Wells and Cabrera"
100000018253,"Kp. Bantar Gedang,",Desa Mekarsari,Kecamatan Ngamprah,BANDUNG BARAT,Tyler Group
100000018291,Desa Cieteurep,Desa Cieteurep,Kec Dayeuhkolot,BANDUNG,"Mcknight, Lee and Bush"
100000018294,"Jl. Raya Pandanwangi RT.07/013,","Desa Cibiru Wetan,",Kec. Cileunyi,BANDUNG,"Miller, Stewart and Wilson"
100000018305,Jl. Mohamad Yusuf RT 02/ RW 04,"Desa Jati Endah,","Kec. Cilengkrang,",BANDUNG,Chavez-Price
100000018314,Jl. Stekmal Rt. 04 Rw. 10,Kel. Pamoyanan,Kec. Cianjur,CIANJUR,"Arnold, Anderson and Butler"
100000018315,"Jl. Jatimulya 3 No.96, 02,RW 11,","Kel.Gumuruh,",Kec.Batununggal,"BANDUNG, KOTA","Bryant, Thompson and Russo"
100000018527,Jl. DR. Wahidin Sudirohusodo,Sawah Besar,Sawah Besar,"JAKARTA PUSAT, KOTA","Salazar, Green and Patel"
100000018528,Jl. Taman Makam Pahlawan,Kalibata,Kalibata,"JAKARTA SELATAN, KOTA","Vega, Gates and Miller"
100000018529,Jl. Jenderal Sudirman,Senayan,Senayan,"JAKARTA SELATAN, KOTA","Yates, Robertson and Hernandez"
100000018530,Jl Jend Gatot Subroto Bendungan Hilir,Gatot Subroto Bendungan Hilir,Kec. Tanah Abang,"JAKARTA PUSAT, KOTA","Johnson, Franco and Thompson"
100000018537,"Jl Manuruki 11,",Kel. Manuruki,Kecamatan Tamalate,"MAKASSAR, KOTA",Bullock-Kelly
100000018538,Jl Raya Ciumbuleuit Atas RT02 RW10,Kel.Ciumbuleuit,Kec.Cidadap,BANDUNG,Ortiz PLC
100000018543,Jl. Cik Ditiro,Jurong Mulia Sabang,Ie Meule,"SABANG, KOTA",Miller PLC
100000018605,Jl. H Selong RT/RW 13/01,Kel Duri Kosambi,Kec. Cengkareng,"JAKARTA BARAT, KOTA",Davis-Bautista
100000018671,Bonto Manai DS/,Kel. Balang Baru,Kec. Tarowang,JENEPONTO,"Schmitt, Reed and Kelley"
100000018706,Jl. Manwaref,Desa Rim Bosnik,Biak Timur,BIAK NUMFOR,"White, Lopez and Hamilton"
100000018777,JL POROS KENDARI-BOMBANADESA PUN,kel. Konawe Selatan,kec. Konawe Selatan,KONAWE SELATAN,"Alvarado, Mcclain and Bailey"
100000018779,Jl.Raya Pulau Panggang,Talang Padang,Pulau Panggang,TANGGAMUS,Hicks-Molina
100000018849,Jl. Dahlia RT. 03 RW. 02,Kel. Kedungsari,Karimun,KARIMUN,"Montoya, Rojas and Lee"
100000018850,SBC Jl. Srikandi,Kel.Delima,Karimun,KARIMUN,"Casey, Mendoza and Stewart"
100000018851,Htl Gabion Jl.Nusantara RT.02,Kel.Tanjung Balai,Karimun,KARIMUN,Collins-Black
100000019520,"Jl. Berantas Rt 01/04,","Kel. Pilang,",Kec. Kademangan,PROBOLINGGO,Baker-Davis
100000019524,Jl. Sukarno Dusun Padang Rejo Rt01/Rw02,Kel Gading Rejo,Kec. Gading Rejo,PASURUAN,"Webster, Guerra and Gallagher"
100000020664,"Banjar Saba,","desa saba,",kec. Blahbatu,GIANYAR,"Hogan, Christensen and Bryant"
100000021286,KP Pilar serang Rt.11/06,Desa Serang,Kec. Cikarang Selatan,BEKASI,Curry-Elliott
100000021724,Jln. Bujang Sahpri Rt.01/Rw.02,Desa Sidomulyo,Kec. Na. Pinoh,MELAWI,Burch Ltd
100000021816,Dusun IV RT.10 Kel. Maposi,Maposi,Laloyan,BOLAANG MONGONDOW,Wright-Leblanc
100000022154,Jl. Poros Lolanggasu,Desa Lolanggasu,Kec. Tinanggea,KONAWE SELATAN,Garcia Ltd
100000022217,Lingk. Sampano,Desa Sampano,Larompong Selatan,LUWU,"Buchanan, Zuniga and Johnson"
100000022240,Jl. Labuke RT/RW 001/002,Desa Labalawa,Betoambari,"KENDARI, KOTA","Ponce, Aguilar and Wolf"
100000024053,Dusun Keramat,Dusun Keramat,Meureubo,ACEH BARAT,Johnson Ltd
100000024310,Dusun Ngablak RT. 01 RW 04,Desa Sumberagung,Kec. Banjarejo,BLORA,Campbell and Sons
100000024323,"Desa Jatisari, RT 05 / RW 02",Desa Jatisari,Kec. Nalumsari,JEPARA,Johnson Ltd
100000024394,Desa Triguno RT 06 RW 01,Desa Triguno,Kecamatan Pucakwangi,PATI,"Berry, Andersen and Harper"
100000024459,Dsn. Mawat RT 001 RW 003,Ds. Mendogo,Kec. Ngimbang,LAMONGAN,Smith and Sons
100000024474,Ngasem Lemah Bang Rt. 004 Rw. 002,Ngasem Lemah Bang,Kec. Ngimbang,LAMONGAN,Andrade Inc
100000026472,Taman Kridanggo Kelurahan Banaran Kec Bo,Banaran,Boyolali,Boyolali,Stone-Hall
100000026839,Jl. SMA Negeri 12 Takengon Desa/Kel. Asi,Kel. Asir asir asia,Lut Tawar,Aceh Tengah,Scott and Sons
100000028237,JL Sri menanti Desa Sri Menanti Kec Tanj,Sri Menanti,Tanjung Raja,Lampung Utara,Diaz PLC
100000028238,JL Raya Seputih Raman Desa Ruktiharjo Ke,Ruktiharjo,Seputih Raman,Lampung Tengah,Roberts-Cross
100000029120,Dusun 02 Desa Sidokayo Kecamatan Abung T,Sidokayo,Abung Tinggi,Lampung Utara,Butler-Curtis
100000030747,Banjar Dinas Dajan Pura Desa Sidetapa Ke,Sidetapa,Banjar,Buleleng,Klein Ltd
100000030875,RT4 RW02 Ds Sangkanhurip Kec Katapang Ka,Sangkanhurip,Ketapang,Bandung,Walker-Turner
100000031045,Jl. Idaman Makmur Desa Makmur Abadi Kec.,Makmur Abadi,Tolangohula,"Gorontalo, Kota","Kaufman, Martinez and Frye"
100000031479,"Jatibungkus RT 02/1 Ds Jatibungkus, Kel.",Ambarwinangun,Ambal,Kebumen,"Martinez, Wolfe and Sanchez"
100000031499,Desa Argamulya Kecamatan Padang Jaya,Argamulya,Padang Jaya,Bengkulu Utara,Duke Inc
100000031999,JlDesa Pagar Jati Rt 03 Dusun III Desa P,Pagar Jati,Benakat,Muara Enim,"Brady, Parrish and Gomez"
100000032003,Jl. Jakarta  Rt.011/003 Desa Karya Harap,Karya Harapan Mukti,Pelepat Ilir,Bungo,Austin Group
100000032005,Jl. Bangau Rt.009/003 Desa Tirta Mulya K,Tirta Mulya,Pelepat Ilir,Bungo,"Young, Dean and Ware"
100000032012,Jl. Raya Bengkulu - Manna Desa Talang Sa,Talang Sali,Seluma Timur,Seluma,"Hoffman, Richmond and Turner"
100000033516,Banjar Dinas yehbunga desa jungutan kec.,Jungutan,Bebandem,Karangasem,"Gonzalez, Zimmerman and Smith"
100000033557,Jl. Simpang Teritit-Pondok Baru Ds. Blan,Blang Panas,Bukit,Bener Meriah,Ferguson-Green
100000033643,Jl. Kalimantan Gang Merpati IV No . 73 R,Bandar,Ratu,Muko Muko,Johnson-Strong
100000034279,Dusun I Usuota RT 001/01 Kelurahan Orawa,Orawa,Tirawuta,Kolaka,"Carroll, Byrd and Whitney"
100000034304,Ds Teluk Haur Kec. Laras Utara Kab. Tapi,Teluk Haur,Laras Utara,Tapin,Bowen-Middleton
100000035225,Dusun II RT 08 RW 04 Desa Rami Mulya Kec,Rami Mulya,Air Rami,Muko Muko,Khan Group
100000035397,Jl. Muara Ampolu Lingkungan I Kelurahan,Muara Ampolu,Muara Batang Toru,Tapanuli Selatan,Garcia Group
100000035408,Jl. Kartini Desa Ujung batu III Kecamata,Ujung Batu III,Huta Raja Tinggi,Padang Lawas,Brown-Fletcher
100000035410,Desa Ujung Batu III Kecamatan Huta Raja,Ujung Batu III,Huta Raja Tinggi,Padang Lawas,"Buchanan, Miller and Hernandez"
100000035411,Jl. Lobu Layan Dusun Tanjung Ale Desa Si,Sialogo,Angkola Barat,Tapanuli Selatan,Hernandez Ltd
100000035472,Dusun III RT 03 Palembapang Kec. Kaliand,Palembapang,Kalianda,Lampung Selatan,"Bailey, Garcia and Nelson"
100000035477,Dusun Triyono RT 003 RW 000 Desa Cipta M,Cipta Mulya,Putri Hijau,Bengkulu Utara,Henry Group
100000035480,Jl. Raya Renajaya Dusun I RT 03. Kel. Re,Renajaya,Girimulya,Bengkulu Utara,"Alvarado, Douglas and Robbins"
100000035524,Dusun Gumulan RT 01 RW 03 Kel Gumulan Ke,Gumulan,Kesamben,Jombang,"Ward, Smith and Arnold"
100000035557,JL. Parit toom RT.59 RW.19 Desa Punggur,Punggur Kecil,Sungai Kakap,Kubu Raya,Howard-Reynolds
100000035639,Jl. Lapangan Desa Lambangan Kec. Pagiman,Lambangan,Pagimana,Banggai,Chambers-Johnson
100000035734,Desa Sindang Jaya Kecamatan Sindang Keli,Sindang Jaya,Sindang Kelingi,Rejang Lebong,Austin-Hood
100000035776,"Jalan Air Meles, Desa Air Meles",Air Meles,Selupu Rejang,REJANG LEBONG,Klein-Poole
100000037994,Tulang Bawang Baru RT.002 / RW.002 Desa,Tulang Bawang Baru,Bunga Mayang,Lampung Utara,"Nelson, Thornton and Wilson"
100000038803,Dusun Gempol Desa Kejapanan Kec. Pandaan,Kejapanan,Pandaan,Pasuruan,Leon Inc
100000039173,Jl. Putik Raya Rt.02 Rw.01 Desa Putik Lu,Putik Luar,Mandastana,Barito Kuala,"Stanley, Scott and Martinez"
100000039319,Desa Bintungan Bejangkar Batahan Kabupat,Bintungan Bejangkar,Batahan,Mandailing Natal,"Marquez, Perez and Lucero"
100000039492,Jl. Darusalam No.24 RT.014/03 Desa Bangk,Bangkal,Binangun,Cilacap,"Thompson, Smith and Love"
100000039563,Dn.Purwosari 1 RT 04 RW 02 PURWOSARI KRA,Purwosari,Kranggan,Temanggung,Murphy Ltd
100000040056,Wanasari RT002 RW001 Desa Wanasari Kec.W,Wanasari,Wanasari,Brebes,"Sanders, Adams and Moreno"
100000040847,Ds. Bakalan RT 01 RW 02 Desa Bakalan Kec,Bakalan,Gondang,Mojokerto,Palmer-Salazar
100000041370,Kampung Mariuk RT-RW 03-04 Kel. Gandasar,Gandasari,Cikarang Barat,"Bekasi, Kota",Cooper-Merritt
100000041387,Kp. Rowokiyong Rt.003 Rw.007 Desa Sawang,Sawangan,Gringsing,Batang,Santiago Ltd
100000042567,"Jl. Karaeng Mamampang, Dusun Bakung",Bulukumba,Bulukumba,BULUKUMBA,"Powell, Perez and Mccormick"
100000044058,JL. PERUM CIAMPEA ASRI DS BOJONG,Ds Bojong Rangkas,Ciampea,BOGOR,Stone-Guzman
100000044107,JL. BUDI ASIH RT.01 RW. 01,Bogor,Bogor,BOGOR,"Sweeney, Lewis and Jackson"
100000044429,"Dusun III, Desa Lumban Purba",Lumban Purba,Dolok Sanggul,HUMBANG HASUNDUTAN,Jones-Jones
100000044436,Jorong Padang Belimbing,Nagari Bukik Sikumpa,Lareh Sago Halaban,LIMA PULUH KOTA,"Wolf, Dawson and Ramirez"
100000044439,Jorong Pasar Usang,Nagari Koto Gadang Guguk,Gunung Talang,SOLOK,Rivas-Price
100000044440,"Jorong Galagah, Nagari Alahan Panjang",Nagari Alahan Panjang,Lembah Gumanti,SOLOK,"Blake, Davis and Walker"
100000044554,"Dusun 1 lambe sotong, desa sumarang",Sumarang,Campalagian,POLEWALI MANDAR,Schmitt-Rogers
100000044647,Jl.Yos Sudarso Lingkungan V,Titi Papan,Medan Deli,"Medan, Kota",Wilson Inc
100000044891,"Pematang Ulin, Kota Banjarmasin",Karang Bintang,Tanah Bumbu,"BANJARMASIN, KOTA",Harper Ltd
100000044972,Sumber Agung RT. 004 RW. 002,Ds Sumber Agung,Sragi,LAMPUNG SELATAN,Perez-Simpson
100000044977,Dusun III RT 02/RW 06,Sumber Jaya,Jati Agung,LAMPUNG SELATAN,"Garcia, Schroeder and Green"
100000044982,Rt 003 Rw 001 Desa Jaya Mulya,Ds Jaya Mulya,Semendawai Suku III,OKU TIMUR,Parker Ltd
100000044988,Jl.Veteran Ds Girijoyo I RT 02/RW 02,Tri Harjo,Merbau Mataram,LAMPUNG SELATAN,Walker and Sons
100000044995,Dusun 01 Desa Pantai,Ds Pantai,Rupit,MUSI RAWAS,"Miller, Murray and Whitney"
100000045002,Ibul Jaya RT.001 RW.001 Desa Ibul Jaya,Ds Ibul Jaya,Hulu Sungkai,LAMPUNG UTARA,"Morris, Potter and Perry"
100000045019,Gd. Sarana Wisesa. Jl. Tebet Barat IV,Tebet Barat,Tebet,"JAKARTA SELATAN, KOTA",Weeks-Walker
100000045042,Dusun Selomiring RT/RW 006/007,Seboto,Ampel,BOYOLALI,Williams Group
100000045121,"Sanggi-sanggi, Desa Sanggi-Sanggi",Ds Sanggi-Sanggi,Palangga,KONAWE SELATAN,Williams Inc
100000045123,"Jl. Passimbungan, RT 001, RW 002",Ds Anrihua,Kindang,BULUKUMBA,Perez and Sons
100000045912,Dusun Sidon RT.04 RW.05 Kel Batangsaren,Batangsaren,Kauman,TULUNGAGUNG,Johnson and Sons
100000046025,Desa Anutapura Kec. Bolano,Ds Anutapura,Bolano Lambunu,PARIGI MOUTONG,"Lopez, Kent and Scott"
100000046881,KP. PADAKATI PESANTREN RT. 01 / RW. 02 D,Bunikasih,Warungkondang,CIANJUR,Jimenez-Riley
100000046978,Metes Rt 46 Desa Argorejo,Argorejo,Sedayu,BANTUL,Li PLC
100000046998,Jl.Suruh-Karanggede Dsn Selorejo RT14/03,Ds Sumber Agung,Klego,BOYOLALI,Armstrong Inc
100000047163,Dusun tabing jorong tabek panjang nagari,Koto Tangah Lamo Selatan,Tilatang Kamang,AGAM,"Riddle, Carlson and Martin"
100000047478,Dukuh Mangsulan Rt.04 Rw.04,Jambon,Pulukulon,GROBOGAN,White-Campbell
100000047710,Desa Lubuk Harjo Kec. Semendawai,Karang Binangun,Buay Madang,OGAN KOMERING ULU,Campbell-Garcia
100000047922,Jl.Kembang Kuning Kulon Core No.98,Pakis,Sawahan,"SURABAYA, KOTA",Ball-Howell
100000048073,Perum Tatar Pajajaran Blok G No.9 RT.6/2,Babakan,Cisaat,SUKABUMI,"Clay, Skinner and Odom"
100000048090,"Desa Laksana Mekar, RT.09/RW.03, Kec. Pa",Ds Laksana Mekar,Padalarang,Bandung Barat,Smith Ltd
100000048094,Regensi RT.04 RW.08  Ds Cikampek Utara,cikampek,kota baru,karawang,"Peters, Baldwin and Johnson"
100000048143,"Dusun Antara, Desa Suka Mulia Upah",Ds Suka Mulia Upah,Banda Mulia,ACEH TAMIANG,Thompson Group
